audio_path,feature_path,transcript,duration,phonemes
timit/raw/TRAIN/DR3/MREH1/SI1599.WAV,timit/features/TRAIN/DR3/MREH1/SI1599.npy,they moved toward the skiffs with shocking eagerness elbowing and shoving,81101,h# dh ey m uw v dcl t ao r dcl dh ax s kcl k ih f s pau w ix th sh aa kcl k ix ng q iy gcl g axr n eh s pau eh l bcl b ow ix ng eh n sh ah v eh ng h#
timit/raw/TRAIN/DR3/FSJS0/SX271.WAV,timit/features/TRAIN/DR3/FSJS0/SX271.npy,be careful not to plow over the flower beds,45773,h# b iy kcl k eh r f el n aa tcl t ax-h pcl p l aw ow v er dh ax f l aw er bcl b eh dcl s h#
timit/raw/TRAIN/DR3/FSJS0/SI541.WAV,timit/features/TRAIN/DR3/FSJS0/SI541.npy,it helps those people who help themselves,60212,h# ih dcl hh eh l pcl p s dh ow z pcl p iy pcl p el hh uw hh eh l pcl dh ax m s eh l v s h#
timit/raw/TRAIN/DR3/FSJS0/SI1801.WAV,timit/features/TRAIN/DR3/FSJS0/SI1801.npy,if we left one wed have to wipe it for fingerprints,59904,h# ih f w iy l eh f tcl t w ah n w iy dcl hv ae f tcl t ax w ay pcl p ix q f axr f iy ng gcl g er pcl p r ih n tcl s h#
timit/raw/TRAIN/DR3/FSJS0/SX361.WAV,timit/features/TRAIN/DR3/FSJS0/SX361.npy,the speech symposium might begin monday,41984,h# dh ax s pcl p iy tcl ch s ix m pcl p ow z iy ah m ay tcl bcl b iy gcl g ih n m ah n dcl d ey h#
timit/raw/TRAIN/DR3/FSJS0/SI1171.WAV,timit/features/TRAIN/DR3/FSJS0/SI1171.npy,nor were his manners barbaric,35636,h# n ao r w er hv ih z m ae nx er z bcl b aa r bcl b eh r ix kcl k h#
timit/raw/TRAIN/DR3/FSJS0/SX91.WAV,timit/features/TRAIN/DR3/FSJS0/SX91.npy,the misprint provoked an immediate disclaimer,46900,h# dh ax m ih s pcl p r ih n tcl p ax v ow kcl k tcl t q ix n ih n m iy dx iy ix tcl d ix s kcl k l ey m er h#
timit/raw/TRAIN/DR3/FSJS0/SX181.WAV,timit/features/TRAIN/DR3/FSJS0/SX181.npy,rich looked for spotted hyenas and jaguars on the safari,64308,h# r ih tcl ch l uh kcl k t f er s pcl p aa dx ix dcl ax hv ay y iy nx ix z ix n dcl jh ae gcl g w ay er z q ao n dh ix s ax-h f aa r iy h#
timit/raw/TRAIN/DR3/FSJS0/SX451.WAV,timit/features/TRAIN/DR3/FSJS0/SX451.npy,the thick elm forest was nearly overwhelmed by dutch elm disease,65127,h# dh ax th ih kcl k ix q eh l m f ao r ix s tcl t w ax z n ih r l iy q ow v er w eh l m bcl b ay dcl d ah tcl ch eh l m dcl d ix z iy s h#
timit/raw/TRAIN/DR3/FJLG0/SX449.WAV,timit/features/TRAIN/DR3/FJLG0/SX449.npy,ralph prepared red snapper with fresh lemon sauce for dinner,60519,h# r ae l f pcl p r iy pcl p eh axr dcl d r eh dcl s epi n ae pcl p axr w ix th f r eh sh l eh m ix n s ao s f axr dcl d ih n axr h#
timit/raw/TRAIN/DR3/FJLG0/SI1889.WAV,timit/features/TRAIN/DR3/FJLG0/SI1889.npy,his legs pumped furiously his long black hair streamed out behind him,75572,h# hh ix z l eh gcl g z pcl p ah m p tcl t f y er iy ix s epi l iy pau hh ix z l ao ng bcl b l ae kcl k hh eh axr s tcl t r iy m dcl d aw tcl b iy hv ay n dcl d ix m h#
timit/raw/TRAIN/DR3/FJLG0/SX359.WAV,timit/features/TRAIN/DR3/FJLG0/SX359.npy,the system may break down soon so save your files frequently,57754,h# dh ax s ih s tcl t ah m ey bcl b r ey kcl d aw n s ux n s ax s ey v y axr f ay l z f r iy kcl k w ax n tcl l iy h#
timit/raw/TRAIN/DR3/FJLG0/SI2306.WAV,timit/features/TRAIN/DR3/FJLG0/SI2306.npy,yes maam it sure was,28980,h# y eh s epi m ae m ih tcl t sh er w ah s h#
timit/raw/TRAIN/DR3/FJLG0/SX89.WAV,timit/features/TRAIN/DR3/FJLG0/SX89.npy,its hard to tell an original from a forgery,44954,h# ih tcl s hh aa r dcl t ix tcl t eh l ax n axr r ih dcl jh en el f r ax m ax f ao r dcl jh er iy h#
timit/raw/TRAIN/DR3/FJLG0/SX179.WAV,timit/features/TRAIN/DR3/FJLG0/SX179.npy,we could barely see the fjords through the snow flurries,50688,h# w iy kcl k uh dcl b eh axr l iy s iy dh ax f iy y ao r dcl s th r ux dh ax s epi n ow f l er iy z h#
timit/raw/TRAIN/DR3/FJLG0/SI1506.WAV,timit/features/TRAIN/DR3/FJLG0/SI1506.npy,they were pursuing him,25191,h# dh ey w axr pcl p axr s uw ih ng hv eh m h#
timit/raw/TRAIN/DR3/FJLG0/SX269.WAV,timit/features/TRAIN/DR3/FJLG0/SX269.npy,do atypical farmers grow oats,39629,h# d ux q ey tcl t ih pcl p ix kcl k el f aa r m axr z gcl g r ow q ow tcl t s h#
timit/raw/TRAIN/DR3/MDLH0/SX70.WAV,timit/features/TRAIN/DR3/MDLH0/SX70.npy,did you eat yet,17408,h# d ix dcl jh ux iy tcl y eh tcl h#
timit/raw/TRAIN/DR3/MDLH0/SX160.WAV,timit/features/TRAIN/DR3/MDLH0/SX160.npy,as coauthors we presented our new book to the haughty audience,70042,h# q ae z kcl k ow ao th axr z pau w ix pcl p axr z eh nx ix dx aa r n ux bcl b uh kcl t ix dh ax hv aa dx iy pau aa dx iy ix n tcl s h#
timit/raw/TRAIN/DR3/MDLH0/SI1960.WAV,timit/features/TRAIN/DR3/MDLH0/SI1960.npy,a slug had torn half of his stirrupguard away,57856,h# q ix s l ah gcl hh eh dcl t ao r n hv ae f ax-h v hv ih s tcl t er ax pcl g aa r dx ax w ey h#
timit/raw/TRAIN/DR3/MDLH0/SI574.WAV,timit/features/TRAIN/DR3/MDLH0/SI574.npy,it motivates his behavior,32154,h# q ih tcl m ow dx ax v ey tcl s hh ih z bcl b iy hv ey v y axr h#
timit/raw/TRAIN/DR3/MDLH0/SX430.WAV,timit/features/TRAIN/DR3/MDLH0/SX430.npy,those who are not purists use canned vegetables when making stew,64820,h# dh ow z hv uw axr nx aa tcl p y er ix s tcl s pau y ux z kcl k ae n v eh jh tcl t ax-h bcl el z w ax n m ey kcl k eng s tcl t ux h#
timit/raw/TRAIN/DR3/MDLH0/SX340.WAV,timit/features/TRAIN/DR3/MDLH0/SX340.npy,ducks have webbed feet and colorful feathers,52020,h# d ah kcl s hv ae v w eh bcl d f iy tcl pau eh ng kcl k ah l axr f el f eh dh axr z h#
timit/raw/TRAIN/DR3/MDLH0/SX250.WAV,timit/features/TRAIN/DR3/MDLH0/SX250.npy,the boston ballet overcame their funding shortage,51508,h# dh ax-h bcl b ao s tcl t en bcl b ae l ey ow v ax kcl k ey m dh eh r f ah n dcl ix ng sh ao r dx ix dcl jh h#
timit/raw/TRAIN/DR3/MDLH0/SI700.WAV,timit/features/TRAIN/DR3/MDLH0/SI700.npy,youre so preoccupied that youve let your faith grow dim,60212,h# y axr s ow pcl p r iy aa kcl k y ix pcl p ay dcl dh eh q y ix v l eh tcl y axr f ey th gcl g r ow dcl d ih m h#
timit/raw/TRAIN/DR3/MHJB0/SX117.WAV,timit/features/TRAIN/DR3/MHJB0/SX117.npy,the mango and the papaya are in a bowl,34714,h# dh ax m ae ng gcl g ow ah n dh ax pcl p ax-h pcl p ay y ah q aa r ix nx ax bcl b ow l h#
timit/raw/TRAIN/DR3/MHJB0/SI2277.WAV,timit/features/TRAIN/DR3/MHJB0/SI2277.npy,another stock vaudeville gag ran mother is home sick in bed with the doctor,63898,h# q ax n ah dh er s tcl t aa kcl v ao dcl v ix l gcl g ae gcl g r ae n pau m ah dh axr ix z hh ow m epi s ih kcl k ix n bcl b eh dcl w ix th ix dx ae kcl t axr h#
timit/raw/TRAIN/DR3/MHJB0/SX207.WAV,timit/features/TRAIN/DR3/MHJB0/SX207.npy,do you hear the sleigh bells ringing,25805,h# d y ux hv ih r dh ix s l ey bcl b eh l z r ih ng ih ng h#
timit/raw/TRAIN/DR3/MHJB0/SX387.WAV,timit/features/TRAIN/DR3/MHJB0/SX387.npy,the giant redwoods shimmered in the glistening sun,40653,h# dh ix dcl jh ay ih n tcl r eh dcl d w uh dcl z epi sh ih m axr dcl d ix n ix gcl g l ih s n ix ng kcl s ah n h#
timit/raw/TRAIN/DR3/MHJB0/SI1017.WAV,timit/features/TRAIN/DR3/MHJB0/SI1017.npy,to hold em in a compact mass was close herdin,37172,h# t uw hv ow l dcl em ih n ix kcl k aa m pcl p ae kcl m ae s epi w ax z kcl k l ow s hh er dcl en h#
timit/raw/TRAIN/DR3/MHJB0/SX27.WAV,timit/features/TRAIN/DR3/MHJB0/SX27.npy,did dad do academic bidding,31744,h# d ih dcl d ae dcl d ux q ae kcl k ix dcl d eh m ih kcl b ih dx ih ng h#
timit/raw/TRAIN/DR3/MHJB0/SX297.WAV,timit/features/TRAIN/DR3/MHJB0/SX297.npy,rockandroll music has a great rhythm,28672,h# r aa kcl k ix n r ow l m y ux z ix kcl k ae z ix gcl g r ey tcl r ih dh ax m h#
timit/raw/TRAIN/DR3/FSKC0/SI786.WAV,timit/features/TRAIN/DR3/FSKC0/SI786.npy,dont lose the chuck key,28058,h# d ow n tcl l ux z dh ix tcl ch ah kcl k iy h#
timit/raw/TRAIN/DR3/FSKC0/SX66.WAV,timit/features/TRAIN/DR3/FSKC0/SX66.npy,we got drenched from the uninterrupted rain,40756,h# w ix gcl g ah tcl d r eh n ch f r em dh iy ah m ix nx ix nx axr ah pcl t ix dcl d r ey n h#
timit/raw/TRAIN/DR3/FSKC0/SI1416.WAV,timit/features/TRAIN/DR3/FSKC0/SI1416.npy,necessary retouching was put on at once,42189,h# n eh s ix s eh r ix r iy tcl t ah tcl ch ix ng w ax z pcl p uh dx ao nx ax q w ah n tcl t s h#
timit/raw/TRAIN/DR3/FSKC0/SX426.WAV,timit/features/TRAIN/DR3/FSKC0/SX426.npy,a moth zigzagged along the path through ottos garden,48640,h# q ey m ao s ih gcl g z ae gcl d ax l ao ng dh ix pcl p ae th r ux q aa dx ow z gcl g aa r dcl en h#
timit/raw/TRAIN/DR3/FSKC0/SI2046.WAV,timit/features/TRAIN/DR3/FSKC0/SI2046.npy,he straightened up alert now as the buffalo hunter came closer,53146,h# hh iy s tcl t r ey tcl en dcl d ah pcl p el er tcl n aw ah z dh ax bcl b ah f el ow hv ah nx axr kcl k ey m kcl k l ow s axr h#
timit/raw/TRAIN/DR3/FSKC0/SX246.WAV,timit/features/TRAIN/DR3/FSKC0/SX246.npy,how ancient is this subway escalator,37684,h# hh aw q ey n tcl ch ih n q ih z dh ih s ah bcl b w ey eh s kcl k el ey dx axr h#
timit/raw/TRAIN/DR3/FSKC0/SX336.WAV,timit/features/TRAIN/DR3/FSKC0/SX336.npy,rob made hungarian goulash for dinner and gooseberry pie for dessert,62260,h# r aa bcl m ey dcl d hv ah ng gcl g eh r iy ix n gcl g ux l aa sh f axr dcl d ih n er ix ng gcl g ux s bcl b eh r ix pcl p ay f axr dx iy z er tcl h#
timit/raw/TRAIN/DR3/FCKE0/SI481.WAV,timit/features/TRAIN/DR3/FCKE0/SI481.npy,this he added brought about petty jealousies and petty personal grievances,75674,h# dh ih s pau hh iy ae dx ih dcl b r ao dx ax bcl b aw tcl p eh dx iy dcl jh eh l ax s iy z q ix n pcl p eh dx iy pcl p er s en ax l gcl g r iy v ix n s ix z h#
timit/raw/TRAIN/DR3/FCKE0/SX301.WAV,timit/features/TRAIN/DR3/FCKE0/SX301.npy,we like bleu cheese but victor prefers swiss cheese,42804,h# w iy l ay kcl b l ux tcl ch iy z bcl ix tcl v ih kcl t axr pcl p axr f er s w ih s tcl ch iy z h#
timit/raw/TRAIN/DR3/FCKE0/SI1741.WAV,timit/features/TRAIN/DR3/FCKE0/SI1741.npy,she always did before and showed the utmost confidence in whatever we advised,71476,h# sh ux ao w iy z dcl d ih dcl b iy f ao er pau ix n sh ow dcl dh iy ah q m ow s tcl k aa n f ix dx ix n s ix n w ah dx eh v axr w iy ix dcl d v ay z dcl d h#
timit/raw/TRAIN/DR3/FCKE0/SX211.WAV,timit/features/TRAIN/DR3/FCKE0/SX211.npy,only the best players enjoy popularity,41780,h# ow n l ix dh ix bcl b eh s tcl p l ey er z ix n dcl jh oy pcl p aa pcl p y ix l eh er tcl t iy h#
timit/raw/TRAIN/DR3/FCKE0/SX391.WAV,timit/features/TRAIN/DR3/FCKE0/SX391.npy,they all like long hot showers,30516,h# dh ey ao l ay kcl k l ao ng hv aa tcl t sh aw er z h#
timit/raw/TRAIN/DR3/FCKE0/SI1111.WAV,timit/features/TRAIN/DR3/FCKE0/SI1111.npy,how do we define it,18330,h# hh ah dx ux w iy dcl d ix f ay n ih q h#
timit/raw/TRAIN/DR3/FCKE0/SX31.WAV,timit/features/TRAIN/DR3/FCKE0/SX31.npy,a good attitude is unbeatable,25498,h# ey gcl g uh dx ae dx ix tcl t ux dx ix z ah n bcl b iy dx ix bcl b el h#
timit/raw/TRAIN/DR3/FCKE0/SX121.WAV,timit/features/TRAIN/DR3/FCKE0/SX121.npy,trespassing is forbidden and subject to penalty,40448,h# t r eh s pcl p ae s ih ng ix z f axr bcl b ih dx en ix n s ah bcl jh ih kcl t ix pcl p eh nx el tcl t iy h#
timit/raw/TRAIN/DR3/MDJM0/SX105.WAV,timit/features/TRAIN/DR3/MDJM0/SX105.npy,you must explicitly delete files,35840,h# y ux m ah s tcl t ix kcl k s pcl p l ih s ix tcl l iy dcl d el iy tcl t f ay el s h#
timit/raw/TRAIN/DR3/MDJM0/SI1455.WAV,timit/features/TRAIN/DR3/MDJM0/SI1455.npy,the single curve line represents a specific formulation in a test example,74240,h# ax s ih ng gcl g el kcl k er v l ay n r axr pcl p r ix z eh n tcl s ax s pcl p ax s ih f ix kcl f ao r m y ax l ey sh ix n q ix n ix tcl t eh s ix gcl g z ae m pcl p el h#
timit/raw/TRAIN/DR3/MDJM0/SX15.WAV,timit/features/TRAIN/DR3/MDJM0/SX15.npy,the museum hires musicians every evening,45159,h# iy m ux z iy ih m hh ay er z epi m ux z ih sh ix n s pau q eh v r ih q iy v n iy ng h#
timit/raw/TRAIN/DR3/MDJM0/SX375.WAV,timit/features/TRAIN/DR3/MDJM0/SX375.npy,growing wellkept gardens is very time consuming,45876,h# g r ow ix ng w ah l kcl k eh pcl t gcl g aa r dx en dcl d s ix z v er iy tcl t ay m kcl k en s uw m ix ng h#
timit/raw/TRAIN/DR3/MDJM0/SI825.WAV,timit/features/TRAIN/DR3/MDJM0/SI825.npy,what it does aids in preventing foamy bloat,49152,h# w ax dx ix tcl d ah z pau q ey dcl z ix n pcl p axr v eh n tcl t iy ng f ow m iy bcl b l ow tcl t h#
timit/raw/TRAIN/DR3/MDJM0/SX195.WAV,timit/features/TRAIN/DR3/MDJM0/SX195.npy,would you allow acts of violence,31642,h# w ix dcl y uw ax l aw q ae kcl k s ax v ay l ax n tcl s h#
timit/raw/TRAIN/DR3/MDJM0/SI2085.WAV,timit/features/TRAIN/DR3/MDJM0/SI2085.npy,she was so beautiful so valiant so pitiable,50381,h# sh ux w ax s ow bcl b y ux dx ix f el pau s ow v ae l iy ix tcl t pau s ow pcl p ih dx iy ax bcl b el h#
timit/raw/TRAIN/DR3/MDJM0/SX285.WAV,timit/features/TRAIN/DR3/MDJM0/SX285.npy,rich purchased several signed lithographs,41165,h# r ih tcl ch pcl p er sh ix s eh v r el s ay n l ih th ax gcl g r ae f s h#
timit/raw/TRAIN/DR3/MWGR0/SX166.WAV,timit/features/TRAIN/DR3/MWGR0/SX166.npy,biologists use radioactive isotopes to study microorganisms,59802,h# b ay ae l ix dcl jh ix s y ux z r ey dx iy ow ae kcl t ix v ay s ix tcl t ow pcl s tcl t ix s tcl t ah dx iy m ay kcl k r ow ao r gcl g ix n ix z ix m z h#
timit/raw/TRAIN/DR3/MWGR0/SI976.WAV,timit/features/TRAIN/DR3/MWGR0/SI976.npy,now a distinguished old man called on nine divinities to come and join us,59495,h# n aw ah dcl d ix s tcl t ih ng w ix sh tcl t ow l dcl m ae n kcl k ao l dx aa n ay n dcl d ix v ih nx ih tcl t iy z tcl t ax-h kcl k ah m ix n dcl jh oy n ix epi s h#
timit/raw/TRAIN/DR3/MWGR0/SX76.WAV,timit/features/TRAIN/DR3/MWGR0/SX76.npy,gently place jims foam sculpture in the box,45159,h# jh eh tcl l iy pcl p l ey s dcl jh ih m z f ow m s kcl k ax l pcl ch axr ix n dh ax bcl b aa kcl k s h#
timit/raw/TRAIN/DR3/MWGR0/SX436.WAV,timit/features/TRAIN/DR3/MWGR0/SX436.npy,please sing just the club theme,33280,h# p l iy z s ih ng dcl jh ah s tcl dh ih kcl k l ah bcl b th iy m h#
timit/raw/TRAIN/DR3/MWGR0/SX346.WAV,timit/features/TRAIN/DR3/MWGR0/SX346.npy,the barracuda recoiled from the serpents poisonous fangs,54989,h# dh ix bcl b eh r ix kcl k ux dx axr r iy kcl k oy l dcl f r ax n dh ax s er pcl p ix n tcl s pcl p oy z en ix s f ae ng s h#
timit/raw/TRAIN/DR3/MWGR0/SI1606.WAV,timit/features/TRAIN/DR3/MWGR0/SI1606.npy,infectious hepatitis he shouted heartily,39220,h# q ix n f eh kcl k sh ix s hh eh pcl p ix tcl t ay dx ih s hh iy sh aw dx ix dcl d hh aa r dx ix l iy h#
timit/raw/TRAIN/DR3/MWGR0/SI2236.WAV,timit/features/TRAIN/DR3/MWGR0/SI2236.npy,now dont tell me what a good ball player you are,41575,h# n aw dcl d ow tcl t eh l m iy w ah dx ix gcl g uh dcl b ao l pcl p l ey axr y uw aa r h#
timit/raw/TRAIN/DR3/MWGR0/SX256.WAV,timit/features/TRAIN/DR3/MWGR0/SX256.npy,the irate actor stomped away idiotically,40039,h# dh iy ay r ey tcl q ae kcl t axr s tcl t aa m pcl t ax w ey q ih dcl d iy aa dx ix kcl k l ix h#
timit/raw/TRAIN/DR3/FCMG0/SI1872.WAV,timit/features/TRAIN/DR3/FCMG0/SI1872.npy,he kissed her also and with deep tenderness,42701,h# hh iy kcl k ih s tcl t hh er q ao l s ow q eh n w ix th dcl d iy pcl t eh n d axr n eh s h#
timit/raw/TRAIN/DR3/FCMG0/SX72.WAV,timit/features/TRAIN/DR3/FCMG0/SX72.npy,spring street is straight ahead,35738,h# s pcl p r ih ng s tcl t r iy tcl q ih s tcl t r ey dx ih hv eh dcl d h#
timit/raw/TRAIN/DR3/FCMG0/SI1142.WAV,timit/features/TRAIN/DR3/FCMG0/SI1142.npy,research into several cultures has proven her position to be a mistaken one,79156,h# r iy s er tcl ch q ih n tcl t ux s eh v r el kcl k el tcl ch er z hh ix z pcl p r uw v ix n hv axr pcl p ix z ih sh ix n tcl t ux bcl b iy ix m ax s tcl t ey kcl k ix n w ax n h#
timit/raw/TRAIN/DR3/FCMG0/SX162.WAV,timit/features/TRAIN/DR3/FCMG0/SX162.npy,her auburn hair reminded him of autumn leaves,54477,h# hh axr q ao bcl b er n hv eh er r axr m ay n d ix dcl hv ih ax m ah v q ao dx ah m l iy v s h#
timit/raw/TRAIN/DR3/FCMG0/SX342.WAV,timit/features/TRAIN/DR3/FCMG0/SX342.npy,take charge of choosing her brides maids gowns,50381,h# t ey kcl ch aa r dcl jh ix v tcl ch ux z iy ng hv axr bcl b r ay dcl z epi m ey dcl z gcl g aw n z h#
timit/raw/TRAIN/DR3/FCMG0/SX432.WAV,timit/features/TRAIN/DR3/FCMG0/SX432.npy,coffee is grown on steep junglelike slopes in temperate zones,73524,h# k ao f iy ix z gcl g r ow n q ao n s tcl t iy pcl jh ah ng gcl g el l ay kcl k s l ow pcl p s q ih n tcl t eh m pcl p axr ix tcl z ow n z h#
timit/raw/TRAIN/DR3/FCMG0/SX252.WAV,timit/features/TRAIN/DR3/FCMG0/SX252.npy,the gorgeous butterfly ate a lot of nectar,38708,h# dh ix gcl g ao r dcl jh ix s bcl b ah dx er f l ay q ey dx ax l aa dx ah v n eh kcl t er h#
timit/raw/TRAIN/DR3/MAKB0/SX116.WAV,timit/features/TRAIN/DR3/MAKB0/SX116.npy,clasp the screw in your left hand,65639,h# k l ae s pcl dh ax s kcl k r ux ih n y axr l eh f tcl t hh ae n dcl d h#
timit/raw/TRAIN/DR3/MAKB0/SI1646.WAV,timit/features/TRAIN/DR3/MAKB0/SI1646.npy,your leg muscles and back muscles feel weary,48845,h# y er l ey gcl m ah s el z eh n bcl b ae kcl m ah s el z f iy l w ih r iy h#
timit/raw/TRAIN/DR3/MAKB0/SX206.WAV,timit/features/TRAIN/DR3/MAKB0/SX206.npy,when peeling an orange it is hard not to spray juice,45364,h# w ih n pcl p iy l ih ng eh n ao r ih n dcl jh ih dx ih z hh aa r dcl n aa tcl t ax-h s pcl p r ey dcl jh ux s h#
timit/raw/TRAIN/DR3/MAKB0/SI2276.WAV,timit/features/TRAIN/DR3/MAKB0/SI2276.npy,one species of ambiguity tries to baffle by interweaving repetition,82023,h# w ah n s pcl p iy s iy z ih v ae m bcl b ix gcl g y ux eh dx iy tcl t r ay z tcl t ix bcl b ae f el bcl b ay ih nx axr w iy v ih ng r eh pcl p ix tcl t ih sh ix n h#
timit/raw/TRAIN/DR3/MAKB0/SX386.WAV,timit/features/TRAIN/DR3/MAKB0/SX386.npy,which church do the smiths worship in,39527,h# w ih tcl ch tcl ch er tcl ch dcl d ux dh ih s epi m ih th s epi w er sh ix pcl p ih n h#
timit/raw/TRAIN/DR3/MAKB0/SI1016.WAV,timit/features/TRAIN/DR3/MAKB0/SI1016.npy,to keep em scattered somewhat and yet herd em was called loose herdin,96871,h# t ax-h kcl k iy pcl p ax m epi s kcl k ae dx er dcl d s ah m w ah q ae n y eh tcl t hv er dx ah m pau w ah z kcl k ao l dcl l ux s hh er dcl en h#
timit/raw/TRAIN/DR3/MAKB0/SX26.WAV,timit/features/TRAIN/DR3/MAKB0/SX26.npy,most young rise early every morning,40141,h# m ow s tcl t y ah ng r ay z er l iy eh v r ix m ao r nx ix ng h#
timit/raw/TRAIN/DR3/MREE0/SI1734.WAV,timit/features/TRAIN/DR3/MREE0/SI1734.npy,it was not whatever tale was told by tails,52224,h# ih w ah z n aa q pau w ah dx eh v axr tcl t ey l w ax z tcl t ow l dcl b ay tcl t ey l z h#
timit/raw/TRAIN/DR3/MREE0/SX114.WAV,timit/features/TRAIN/DR3/MREE0/SX114.npy,the cartoon features a muskrat and a tadpole,42496,h# dh ix kcl k aa r tcl t ux n f iy tcl ch axr z ax m ah s kcl k r ae tcl q ix nx ix tcl t ae dcl p ow l h#
timit/raw/TRAIN/DR3/MREE0/SX204.WAV,timit/features/TRAIN/DR3/MREE0/SX204.npy,even i occasionally get the monday blues,41472,h# iy v ix n ay ow kcl k ey zh en el l iy gcl g eh tcl dh ax m ah n dcl d ey bcl b l uw z h#
timit/raw/TRAIN/DR3/MREE0/SI1959.WAV,timit/features/TRAIN/DR3/MREE0/SI1959.npy,he had not covered a hundred yards before a gun crashed from somewhere behind,67175,h# hh iy eh dcl n aa tcl k ah v er dx ah hv ah n d axr dcl d y aa r z bcl ih f ao r axr gcl g ah n kcl k r ae sh tcl t f axr m s ah m w eh r bcl ih hv ay n dcl d h#
timit/raw/TRAIN/DR3/MREE0/SX384.WAV,timit/features/TRAIN/DR3/MREE0/SX384.npy,please shorten this skirt for joyce,34509,h# p l iy z sh ao r tcl en dh ih s kcl k er tcl t f axr dcl jh oy s h#
timit/raw/TRAIN/DR3/MREE0/SX24.WAV,timit/features/TRAIN/DR3/MREE0/SX24.npy,although always alone we survive,37069,h# ao l dh ow ao l w ih z ax l ow n pau w iy s axr v ay v h#
timit/raw/TRAIN/DR3/MREE0/SX294.WAV,timit/features/TRAIN/DR3/MREE0/SX294.npy,should giraffes be kept in small zoos,42599,h# sh uh dcl jh axr r ae f s bcl b iy kcl k eh pcl t ih n s epi m ao l z ux z h#
timit/raw/TRAIN/DR3/MMAM0/SI1668.WAV,timit/features/TRAIN/DR3/MMAM0/SI1668.npy,oh no not again he said aloud,35431,h# q ow n ow n aa dx ih gcl g eh n hv iy s epi eh dcl d ix l aw dcl d h#
timit/raw/TRAIN/DR3/MMAM0/SI1597.WAV,timit/features/TRAIN/DR3/MMAM0/SI1597.npy,the figure in the corner belched loudly a deep liquid eruption,59597,h# dh ix f ih gcl y er ix n dh ix kcl k ao r n axr bcl b eh l tcl ch tcl t l aw l iy pau eh dcl d iy pcl p l ih kcl k w ih dcl d q axr r ah pcl p sh ix n h#
timit/raw/TRAIN/DR3/MMAM0/SX67.WAV,timit/features/TRAIN/DR3/MMAM0/SX67.npy,last years gas shortage caused steep price increases,49152,h# l ae sh ih axr z gcl g ae sh ao r dx ix zh kcl k ao s tcl t iy pcl p r ay s ih ng kcl k r iy s ix s h#
timit/raw/TRAIN/DR3/MMAM0/SX427.WAV,timit/features/TRAIN/DR3/MMAM0/SX427.npy,every cab needs repainting often,31540,h# q eh v r iy kcl k ae bcl b n iy dcl jh r iy pcl p ey n ix ng ao f en h#
timit/raw/TRAIN/DR3/MMAM0/SX157.WAV,timit/features/TRAIN/DR3/MMAM0/SX157.npy,remove the splinter with a pair of tweezers,31642,h# r ix m ux dh ix s pcl p l ih nx axr w ix th ax-h pcl p eh r ix tcl t w iy z axr z h#
timit/raw/TRAIN/DR3/MMAM0/SX247.WAV,timit/features/TRAIN/DR3/MMAM0/SX247.npy,the cigarettes in the clay ashtray overflowed onto the oak table,54887,h# dh ax s ih gcl g er eh tcl s epi ix n dh ix kcl k l ey ae sh tcl t r ey q ow v axr f l ow dx ah n tcl t ix dh iy ow kcl t ey q el h#
timit/raw/TRAIN/DR3/MMAM0/SX337.WAV,timit/features/TRAIN/DR3/MMAM0/SX337.npy,bob bandaged both wounds with the skill of a doctor,40960,h# b aa bcl b ae n dcl d ih dcl jh bcl b ow th w uw n z w ax th ah s kcl k ih l ax v ax dcl d aa kcl t axr h#
timit/raw/TRAIN/DR3/MDDC0/SX339.WAV,timit/features/TRAIN/DR3/MDDC0/SX339.npy,did shawn catch that big goose without help,35328,h# d ih dcl sh ao n kcl k eh tcl ch dh ae tcl b ih gcl g ux s hh w ax dh aw tcl hv eh l pcl h#
timit/raw/TRAIN/DR3/MDDC0/SX159.WAV,timit/features/TRAIN/DR3/MDDC0/SX159.npy,the government sought authorization of his citizenship,47412,h# dh ix gcl g ah v axr m ih n tcl s ao tcl t q ao th axr ih z ey sh ix n ah v hh ih s ih dx ix s en sh ih pcl h#
timit/raw/TRAIN/DR3/MDDC0/SX429.WAV,timit/features/TRAIN/DR3/MDDC0/SX429.npy,a toothpaste tube should be squeezed from the bottom,42599,h# q ey tcl t ux th pcl p ey s tcl t ux bcl sh ix dcl b ix s kcl k w iy z f axr m dh ax bcl b aa dx ax m h#
timit/raw/TRAIN/DR3/MDDC0/SI2049.WAV,timit/features/TRAIN/DR3/MDDC0/SI2049.npy,shall we teach him some,22631,h# sh eh l w iy tcl t iy tcl ch ih m s ah m h#
timit/raw/TRAIN/DR3/MDDC0/SI1419.WAV,timit/features/TRAIN/DR3/MDDC0/SI1419.npy,the failure to keep these two usages distinct presents hazards to the reader,66048,h# dh ax f ey y er dx ix kcl k iy pcl dh iy z tcl t ux y ux s ix dcl jh ix z dcl d ix s tcl t ih ng kcl pau p r ix z eh n tcl t s hv ae z axr dcl d z tcl t ix dh ix r iy dx axr h#
timit/raw/TRAIN/DR3/MDDC0/SI789.WAV,timit/features/TRAIN/DR3/MDDC0/SI789.npy,but problems cling to pools as any pool owner knows,55706,h# b ah tcl p r aa bcl b ax m z kcl k l ih ng tcl t ax pcl p uw l z eh z q eh nx iy pcl p uw l q ow nx axr n ow z h#
